학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000007076,온혜초등학교,초등학교,1947-09-11,공립,본교,운영,경상북도 안동시 도산면 온혜리 572,경상북도 안동시 도산면 온혜중마길 6,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2024-11-08,36.74997314,128.8311678,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010493,노안중학교,중학교,1984-03-01,공립,본교,운영,전라남도 나주시 노안면 금동리 59-8,전라남도 나주시 노안면 노안로 373,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2024-11-08,35.07365675,126.7340248,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010947,은풍중학교,중학교,1963-03-01,사립,본교,운영,경상북도 예천군 은풍면 우곡리 456,경상북도 예천군 은풍면 도효자로 1114-26,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2013-11-29,2024-11-08,36.7507961,128.4375006,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003147,인천신현북초등학교,초등학교,1986-03-01,공립,본교,운영,인천광역시 서구 신현동 85-1,인천광역시 서구 원창로 147,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2024-11-08,37.51838361,126.6667051,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011911,삼천포공업고등학교,고등학교,1967-04-15,공립,본교,운영,경상남도 사천시 동금동 45-1,경상남도 사천시 신항로 63,9010000,경상남도교육청,9081000,경상남도사천교육지원청,2013-11-29,2024-11-08,34.93428197,128.0839734,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005378,옥산초등학교,초등학교,1920-04-14,공립,본교,운영,충청북도 청주시 흥덕구 옥산면 오산리 223,충청북도 청주시 흥덕구 옥산면 옥산시내1길 19,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2024-11-08,36.66331951,127.3728418,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006835,청산초등학교모도분교장,초등학교,1937-04-30,공립,분교,운영,전라남도 완도군 청산면 모도리 1209,전라남도 완도군 청산면 대모도12번길 12-23,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2024-11-08,34.20074067,126.7536425,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010559,화순사평중학교,중학교,1971-03-10,공립,본교,운영,전라남도 화순군 사평면 벽송리 50-4,전라남도 화순군 사평면 외남로 54,8490000,전라남도교육청,8611000,전라남도화순교육지원청,2013-11-29,2024-11-08,35.003226,127.0880523,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009739,강원중학교,중학교,1965-02-24,사립,본교,운영,강원특별자치도 춘천시 동면 장학리 36,강원특별자치도 춘천시 동면 장학길 24,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2013-11-29,2024-11-08,37.89496596,127.7564189,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012259,신명여자고등학교,고등학교,1973-03-03,사립,본교,운영,인천광역시 남동구 간석동 58-1,인천광역시 남동구 용천로205번길 42,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2024-11-08,37.46923037,126.7130184,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006924,대잠초등학교,초등학교,1988-03-01,공립,본교,운영,경상북도 포항시 북구 죽도동 652-1,경상북도 포항시 북구 중흥로161번길 16,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2024-11-08,36.01983557,129.3530687,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012729,율곡고등학교,고등학교,1955-05-03,사립,본교,운영,경기도 파주시 법원읍 법원리 376,경기도 파주시 법원읍 사임당로905번길 10,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2024-11-08,37.8493834,126.8811345,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013184,선덕여자고등학교,고등학교,1974-01-15,사립,본교,운영,경상북도 경주시 인왕동 571-1,경상북도 경주시 양정로 20-11,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2024-11-08,35.83862147,129.2242275,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010495,나주봉황중학교,중학교,1971-03-11,공립,본교,운영,전라남도 나주시 봉황면 죽석리 677-9,전라남도 나주시 봉황면 봉황로 682,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2024-11-08,34.9551506,126.7770113,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000023897,종촌중학교,중학교,2015-03-01,공립,본교,운영,세종특별자치시 종촌동 675,세종특별자치시 도움1로 126,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2024-11-08,36.50277265,127.2456842,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004644,의순초등학교,초등학교,2002-06-01,공립,본교,운영,경기도 의정부시 금오동 469-3,경기도 의정부시 부용로 77,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2024-11-08,37.75108915,127.0660036,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009356,송전중학교,중학교,1954-07-07,공립,본교,운영,경기도 용인시 처인구 이동읍 송전리 692,경기도 용인시 처인구 이동읍 경기동로687번길 28-14,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2024-11-08,37.1404346,127.2007625,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009009,신탄중앙중학교,중학교,1969-03-08,공립,본교,운영,대전광역시 대덕구 덕암동 19-1,대전광역시 대덕구 덕암로 233,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.44137005,127.4242729,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010199,합덕여자중학교,중학교,1969-04-24,공립,본교,운영,충청남도 당진시 합덕읍 소소리 51-5,충청남도 당진시 합덕읍 면천로 1583,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2024-11-08,36.81339746,126.7602994,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008776,관교여자중학교,중학교,1983-12-30,공립,본교,운영,인천광역시 미추홀구 관교동 512,인천광역시 미추홀구 경원대로 691,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2024-11-08,37.44513573,126.6889705,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011929,배문고등학교,고등학교,1955-12-31,사립,본교,운영,서울특별시 용산구 서계동 259-3,서울특별시 용산구 효창원로 258,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-11-08,37.54999783,126.9639041,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010717,경주여자중학교,중학교,1946-09-27,공립,본교,운영,경상북도 경주시 서악동 255,경상북도 경주시 태종로 613-12,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2024-11-08,35.83947751,129.1951452,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003008,인천마곡초등학교,초등학교,1989-09-01,공립,본교,운영,인천광역시 부평구 산곡동 68,인천광역시 부평구 마곡로27번길 16,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2013-11-29,2024-11-08,37.51206357,126.6978699,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003021,인천금마초등학교,초등학교,2006-09-28,공립,본교,운영,인천광역시 부평구 구산동 357,인천광역시 부평구 일신로 88,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2013-11-29,2024-11-08,37.47847426,126.7492925,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007970,삼성초등학교,초등학교,1983-04-14,공립,본교,운영,제주특별자치도 제주시 이도일동 1650-1,제주특별자치도 제주시 서광로29길 35,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2024-11-08,33.50346053,126.5248832,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009010,대전매봉중학교,중학교,1999-03-04,공립,본교,운영,대전광역시 대덕구 송촌동 441,대전광역시 대덕구 선비마을로 165,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.36927451,127.4361517,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012573,평택고등학교,고등학교,1952-07-09,공립,본교,운영,경기도 평택시 합정동 368-11,경기도 평택시 중앙로 246,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2024-11-08,36.98973504,127.1083223,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003998,대지초등학교,초등학교,1963-12-26,공립,본교,운영,경기도 용인시 수지구 죽전동 313-3,경기도 용인시 수지구 대지로51번길 6,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2024-11-08,37.33017106,127.1160431,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002905,대구남부초등학교,초등학교,1976-11-25,공립,본교,운영,대구광역시 달서구 성당동 660,대구광역시 달서구 야외음악당로 15길,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2024-11-08,35.84444132,128.5499618,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007289,안평초등학교신평분교장,초등학교,1931-09-01,공립,분교,운영,경상북도 의성군 신평면 교안리 270,경상북도 의성군 신평면 봉호로 2436,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2013-11-29,2024-11-08,36.47387598,128.5047199,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006975,신라초등학교,초등학교,1989-03-01,공립,본교,운영,경상북도 경주시 사정동 446-1,경상북도 경주시 금성로183번길 28,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2024-11-08,35.83486428,129.2043684,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009294,선부중학교,중학교,1994-03-01,공립,본교,운영,경기도 안산시 단원구 선부동 1138,경기도 안산시 단원구 달미로 95,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2024-11-08,37.34481476,126.8151367,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000024055,대구사수초등학교,초등학교,2015-09-01,공립,본교,운영,대구광역시 북구 사수동 814,대구광역시 북구 내곡로 124,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.90014837,128.5152482,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010924,벽진중학교,중학교,1975-03-01,공립,본교,운영,경상북도 성주군 벽진면 수촌리 63-1,경상북도 성주군 벽진면 수촌5길 49-71,8750000,경상북도교육청,8931000,경상북도성주교육지원청,2013-11-29,2024-11-08,35.96103444,128.2128533,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008623,해운대중학교,중학교,1972-12-29,사립,본교,운영,부산광역시 해운대구 우동 278-13,부산광역시 해운대구 우동2로30번길 99,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.17179105,129.1619616,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004135,평택송화초등학교,초등학교,2005-03-01,공립,본교,운영,경기도 평택시 팽성읍 송화리 783-6,경기도 평택시 팽성읍 송화택지로25번길 14,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2024-11-08,36.96294275,127.0569797,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000023750,용이중학교,중학교,2019-03-01,공립,본교,운영,경기도 평택시 용이동 438,경기도 평택시 현신로 64,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2024-11-08,36.99799756,127.1350883,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010812,성남여자중학교,중학교,1971-01-30,사립,본교,운영,경상북도 영천시 도동 213-1,경상북도 영천시 남촌길 17,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2013-11-29,2024-11-08,35.9492794,128.9317962,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003689,잠원초등학교,초등학교,2002-03-02,공립,본교,운영,경기도 수원시 영통구 망포동 687,경기도 수원시 영통구 태장로54번길 11,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2024-11-08,37.23872914,127.0525213,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008097,휘경여자중학교,중학교,1970-05-19,사립,본교,운영,서울특별시 동대문구 휘경동 43-7,서울특별시 동대문구 한천로 247,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-11-08,37.58190052,127.0674341,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010726,안강중학교,중학교,1949-09-30,공립,본교,운영,경상북도 경주시 안강읍 안강리 597-4,경상북도 경주시 안강읍 안강중앙로 269,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2024-11-08,35.99278593,129.2298034,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010454,화양중학교,중학교,1970-03-16,공립,본교,운영,전라남도 여수시 화양면 나진리 701,전라남도 여수시 화양면 옥천로 87,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2024-11-08,34.70787512,127.6039821,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007707,용산초등학교,초등학교,1948-03-25,공립,본교,운영,경상남도 김해시 상동면 여차리 133,경상남도 김해시 상동면 여차로 610,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2024-11-08,35.35431136,128.9030234,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004593,어람초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 남양주시 오남읍 오남리 358-5,경기도 남양주시 오남읍 진건오남로550번길 25,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2024-11-08,37.68248891,127.2131022,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007129,도개초등학교,초등학교,1960-09-10,공립,본교,운영,경상북도 구미시 도개면 궁기리 746-1,경상북도 구미시 도개면 도안로 108,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2024-11-08,36.30017994,128.3322189,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002853,대구동변초등학교,초등학교,2004-03-01,공립,본교,운영,대구광역시 북구 동변동 694,대구광역시 북구 동변로 60,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.91913153,128.604165,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010470,순천왕운중학교,중학교,2011-03-01,공립,본교,운영,전라남도 순천시 왕지동 779-2,전라남도 순천시 왕지3길 27,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2024-11-08,34.97281235,127.5252224,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004164,동양초등학교,초등학교,2005-03-01,공립,본교,운영,경기도 화성시 남양읍 남양리 1646-14,경기도 화성시 남양읍 시청로45번길 11,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2024-11-08,37.20699234,126.8221898,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011218,함양중학교,중학교,1946-09-16,공립,본교,운영,경상남도 함양군 함양읍 교산리 217,경상남도 함양군 함양읍 함양배움길 11,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2024-11-08,35.52544442,127.7310521,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008774,용현중학교,중학교,1986-03-01,공립,본교,운영,인천광역시 미추홀구 용현동 627-435,인천광역시 미추홀구 낙섬동로 16,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2024-11-08,37.44785506,126.6395437,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012524,광덕고등학교,고등학교,2010-03-01,공립,본교,운영,경기도 안산시 상록구 월피동 236-37,경기도 안산시 상록구 순환로 532,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2024-11-08,37.34014053,126.8457848,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007035,개령서부초등학교,초등학교,1946-10-01,공립,본교,운영,경상북도 김천시 개령면 신룡리 626,경상북도 김천시 개령면 감문로 277,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2013-11-29,2024-11-08,36.15735643,128.1523267,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012911,한일고등학교,고등학교,1987-03-01,사립,본교,운영,충청남도 공주시 정안면 광정리 164,충청남도 공주시 정안면 어물길 81,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2024-11-08,36.60454634,127.1288217,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008817,연화중학교,중학교,2000-03-01,공립,본교,운영,인천광역시 연수구 연수동 632,인천광역시 연수구 용담로 156,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2024-11-08,37.41233122,126.6803368,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006908,포항초등학교,초등학교,1916-06-13,공립,본교,운영,경상북도 포항시 북구 덕수동 905-3,경상북도 포항시 북구 서동로47번길 23,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2024-11-08,36.04266575,129.3639959,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008821,인송중학교,중학교,1981-03-05,공립,본교,운영,인천광역시 연수구 옥련동 194-28,인천광역시 연수구 능허대로79번길 55,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2024-11-08,37.42690268,126.6426349,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008802,삼산중학교,중학교,2005-03-01,공립,본교,운영,인천광역시 부평구 삼산동 445-1,인천광역시 부평구 충선로 308,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2013-11-29,2024-11-08,37.51666884,126.7361057,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010699,유강중학교,중학교,2003-03-01,공립,본교,운영,경상북도 포항시 남구 연일읍 유강리 143-5,경상북도 포항시 남구 연일읍 유강길 52,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2024-11-08,36.00900446,129.3181196,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006914,포항양덕초등학교,초등학교,2010-03-01,공립,본교,운영,경상북도 포항시 북구 양덕동 1851,경상북도 포항시 북구 양덕로 20-5,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2024-11-08,36.07987036,129.4032233,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003991,풍천초등학교,초등학교,2001-08-20,공립,본교,운영,경기도 용인시 수지구 풍덕천동 1172,경기도 용인시 수지구 진산로66번길 20,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2024-11-08,37.31616174,127.0955107,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012234,학익고등학교,고등학교,1996-03-02,공립,본교,운영,인천광역시 미추홀구 학익동 688-1,인천광역시 미추홀구 한나루로358번길 23-22,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2024-11-08,37.43903057,126.6633844,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011886,합덕제철고등학교,고등학교,1951-11-30,공립,본교,운영,충청남도 당진시 합덕읍 소소리 51-1,충청남도 당진시 합덕읍 면천로 1601,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2024-11-08,36.8133825,126.7624107,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005967,전주대성초등학교,초등학교,1950-03-20,공립,본교,운영,전북특별자치도 전주시 완산구 대성동 252-3,전북특별자치도 전주시 완산구 고덕산1길 20,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2024-11-08,35.79759727,127.1777868,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008863,신현중학교,중학교,1990-03-01,공립,본교,운영,인천광역시 서구 신현동 212-11,인천광역시 서구 원창로131번길 23,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2024-11-08,37.51991492,126.6642505,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011866,경기북과학고등학교,고등학교,2005-03-01,공립,본교,운영,경기도 의정부시 녹양동 305,경기도 의정부시 체육로135번길 32,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2024-11-08,37.7588324,127.0196447,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009419,도곡중학교,중학교,2007-03-01,공립,본교,운영,경기도 평택시 포승읍 도곡리 1112,경기도 평택시 포승읍 여술로 58,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2024-11-08,36.98922145,126.8487617,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008826,만수중학교,중학교,1984-03-01,공립,본교,운영,인천광역시 남동구 만수동 48,인천광역시 남동구 인수로 13,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2024-11-08,37.45480199,126.7374800416,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011549,강원애니고등학교,고등학교,2010-03-01,공립,본교,운영,강원특별자치도 춘천시 서면 금산리 19-1,강원특별자치도 춘천시 서면 박사로 1025,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2013-11-29,2024-11-08,37.90616461,127.7004387,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011741,강구정보고등학교,고등학교,1968-03-04,공립,본교,운영,경상북도 영덕군 강구면 삼사리 21,경상북도 영덕군 강구면 신강구1길 45-5,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2013-11-29,2024-11-08,36.35361053,129.3803591,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006902,대이초등학교,초등학교,2007-03-01,공립,본교,운영,경상북도 포항시 남구 대잠동 1,경상북도 포항시 남구 대이로46번길 35,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2024-11-08,36.02239263,129.3456479,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013030,덕암고등학교,고등학교,1983-03-02,사립,본교,운영,전북특별자치도 김제시 서암동 1,전북특별자치도 김제시 하공로 9,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2013-11-29,2024-11-08,35.81309241,126.8870829,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013250,금성고등학교,고등학교,1954-09-01,공립,본교,운영,경상북도 의성군 금성면 탑리리 582,경상북도 의성군 금성면 금성현서로 41-66,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2013-11-29,2024-11-08,36.25441645,128.690147,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002533,동항초등학교,초등학교,1939-04-01,공립,본교,운영,부산광역시 남구 감만동 312,부산광역시 남구 우암로 42,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2024-11-08,35.11401535,129.0829062,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008474,부산영선중학교,중학교,1953-05-01,공립,본교,운영,부산광역시 영도구 신선동3가 8,부산광역시 영도구 영상길 83,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.08626719,129.0446792,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008482,사하중학교,중학교,1970-03-02,공립,본교,운영,부산광역시 사하구 괴정동 1091-1,부산광역시 사하구 낙동대로302번길 35,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.10124786,128.9826725,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000023138,세종과학예술영재학교,고등학교,2015-03-01,공립,본교,운영,세종특별자치시 아름동 807,세종특별자치시 달빛1로 265,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2024-11-08,36.52289844,127.2491308,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003505,다전초등학교,초등학교,2008-03-01,공립,본교,운영,울산광역시 중구 다운동 686-1,울산광역시 중구 다운로 176,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.56772226,129.2682479,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012416,달천고등학교,고등학교,2009-03-04,공립,본교,운영,울산광역시 북구 달천동 1-17,울산광역시 북구 달천철장길 23,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.63192969,129.3288462,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011447,광주공업고등학교,고등학교,1946-10-21,공립,본교,운영,광주광역시 북구 매곡동 10,광주광역시 북구 설죽로315번길 14,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2024-11-08,35.189132,126.8951358,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004490,금계초등학교,초등학교,1995-03-01,공립,본교,운영,경기도 고양시 일산동구 백석동 1192,경기도 고양시 일산동구 강촌로 90,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2024-11-08,37.649601,126.7843119,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007410,소천초등학교,초등학교,1930-10-20,공립,본교,운영,경상북도 봉화군 소천면 현동리 674-3,경상북도 봉화군 소천면 소천로 1284,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2024-11-08,36.93823299,129.0018681,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008464,덕원중학교,중학교,1953-09-18,사립,본교,운영,부산광역시 중구 동광동5가 15-12,부산광역시 중구 망양로 356,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.10885429,129.0324467,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003494,학성초등학교,초등학교,1968-10-29,공립,본교,운영,울산광역시 중구 반구동 270-1,울산광역시 중구 해오름1길 15,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.55959985,129.3426299820,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011812,부산기계공업고등학교,고등학교,1967-03-11,국립,본교,운영,부산광역시 해운대구 우동 471,부산광역시 해운대구 해운대로 569,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.16184146,129.1528983,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002885,대구월곡초등학교,초등학교,1993-09-01,공립,본교,운영,대구광역시 달서구 상인동 1560,대구광역시 달서구 상인로 40,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2024-11-08,35.8121612,128.5492653,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000025361,은빛초등학교,초등학교,2013-03-01,공립,본교,운영,광주광역시 광산구 수완동 1494,광주광역시 광산구 수완로33번길 11,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.18772659,126.8276603,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002054,서울신상계초등학교,초등학교,1970-03-01,공립,본교,운영,서울특별시 노원구 상계동 86-1,서울특별시 노원구 상계로 267,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-11-08,37.66751782,127.0758263,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008945,봉선중학교,중학교,1983-03-05,공립,본교,운영,광주광역시 남구 봉선동 258-16,광주광역시 남구 봉선중길 14,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.12901152,126.9121466,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008964,금구중학교,중학교,2001-03-01,공립,본교,운영,광주광역시 광산구 운남동 794-1,광주광역시 광산구 목련로153번길 76,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.17553403,126.8154974,2025-03-25,B555223,재단법인한국지방교육행정연구재단
