번호,국가,물질명,한국식품유형,식품유형,함량정보,combined_text
95,미국,n-acetyl-l-methionine,액상차,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
94,미국,n-acetyl-l-methionine,고형차,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
93,미국,n-acetyl-l-methionine,커피,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
92,미국,n-acetyl-l-methionine,과일·채소류음료,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
91,미국,n-acetyl-l-methionine,탄산음료류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
90,미국,n-acetyl-l-methionine,두유류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
89,미국,n-acetyl-l-methionine,발효음료류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
88,미국,n-acetyl-l-methionine,인삼·홍삼음료,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
87,미국,n-acetyl-l-methionine,기타음료,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
86,미국,n-acetyl-l-methionine,체중조절용 조제식품,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
85,미국,n-acetyl-l-methionine,임산·수유부용 식품,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
84,미국,n-acetyl-l-methionine,표준형 영양조제식품,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
83,미국,n-acetyl-l-methionine,식단형 식사관리식품,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
82,미국,n-acetyl-l-methionine,메주,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
81,미국,n-acetyl-l-methionine,간장,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
80,미국,n-acetyl-l-methionine,된장,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
79,미국,n-acetyl-l-methionine,고추장,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
78,미국,n-acetyl-l-methionine,춘장,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
77,미국,n-acetyl-l-methionine,청국장,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
76,미국,n-acetyl-l-methionine,혼합장,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
75,미국,n-acetyl-l-methionine,기타장류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
74,미국,n-acetyl-l-methionine,식초류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
73,미국,n-acetyl-l-methionine,소스류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
72,미국,n-acetyl-l-methionine,카레(커리),모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
71,미국,n-acetyl-l-methionine,고춧가루 또는 실고추,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
70,미국,n-acetyl-l-methionine,향신료가공품,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
69,미국,n-acetyl-l-methionine,식염,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
68,미국,n-acetyl-l-methionine,김치류,모든 식품(영아식이나 식품에 질산염이나 아질산염이 첨가된 식품 제외),"최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)","n-acetyl-l-methionine 최종식품의 전체 단백질 중량에 대하여 L- 및 DL-메티오닌(유리 아미노산으로 표기됨) 총 3.1%를 초과하지 않아야 하며(첨가물은 유아용 식품이나 아질산염 혹은 질산염이 포함된 식품에는 제외 , 가공용매로 사용될 때 500ppm 이하의 아세트산에틸(ethyl acetate), 50ppm 에틸 알코올; 10ppm 메틸 알코올; 및 10ppm의 아세톤을 잔류물로 함유)"
